OrphaCode,curie,label,descendent_OrphaCode,descendent_Name,genes_curie,genes_gene_symbol,genes_association_type,DisorderGeneAssociationStatus
748,GARD:0012977,Mendelian susceptibility to mycobacterial diseases,319623,X-linked mendelian susceptibility to mycobacterial diseases due to CYBB deficiency,HGNC:2578,CYBB,Disease-causing germline mutation(s) in,Assessed
98473,GARD:0007922,Muscular dystrophy,370968,Congenital muscular dystrophy with intellectual disability,HGNC:17997,FKRP,Disease-causing germline mutation(s) in,Assessed
518,GARD:0000524,Acute megakaryoblastic leukemia,99887,Acute megakaryoblastic leukemia in Down syndrome,HGNC:4170,GATA1,Disease-causing somatic mutation(s) in,Assessed
85,GARD:0001999,Congenital dyserythropoietic anemia,67044,Thrombocytopenia with congenital dyserythropoietic anemia,HGNC:4170,GATA1,Disease-causing germline mutation(s) in,Assessed
91024,GARD:0012449,Autosomal recessive axonal Charcot-Marie-Tooth disease type 2,443073,Charcot-Marie-Tooth disease type 2S,HGNC:5542,IGHMBP2,Disease-causing germline mutation(s) (loss of function) in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,353327,Congenital myasthenic syndromes with glycosylation defect,HGNC:22932,GMPPB,Disease-causing germline mutation(s) in,Assessed
140471,GARD:0012688,Hereditary sensory and autonomic neuropathy,453510,Congenital insensitivity to pain with severe intellectual disability,HGNC:2093,CLTCL1,Disease-causing germline mutation(s) in,Assessed
268994,GARD:0010190,Focal cortical dysplasia of Taylor,269001,Isolated focal cortical dysplasia type IIa,HGNC:12363,TSC2,Disease-causing somatic mutation(s) in,Assessed
91385,GARD:0008605,Acquired angioedema,100057,Renin-angiotensin-aldosterone system-blocker-induced angioedema,HGNC:12823,XPNPEP2,Major susceptibility factor in,Not yet assessed
1329,GARD:0001454,Complete atrioventricular canal,99067,Complete atrioventricular septal defect with ventricular hypoplasia,HGNC:4174,GATA6,Disease-causing germline mutation(s) in,Not yet assessed
748,GARD:0012977,Mendelian susceptibility to mycobacterial diseases,319563,Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency,HGNC:4053,ISG15,Disease-causing germline mutation(s) in,Assessed
54370,GARD:0011982,Membranoproliferative glomerulonephritis,329903,Immunoglobulin-mediated membranoproliferative glomerulonephritis,HGNC:2852,DGKE,Disease-causing germline mutation(s) in,Assessed
443909,GARD:0008533,Familial colorectal cancer,440437,Familial colorectal cancer Type X,HGNC:1076,BMPR1A,Candidate gene tested in,Not yet assessed
748,GARD:0012977,Mendelian susceptibility to mycobacterial diseases,319558,Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency,HGNC:5970,IL12B,Disease-causing germline mutation(s) in,Assessed
66646,GARD:0007842,Cutaneous mastocytosis,280785,Bullous diffuse cutaneous mastocytosis,HGNC:6342,KIT,Disease-causing germline mutation(s) in,Assessed
66646,GARD:0007842,Cutaneous mastocytosis,280794,Pseudoxanthomatous diffuse cutaneous mastocytosis,HGNC:6342,KIT,Disease-causing germline mutation(s) in,Assessed
823,GARD:0007673,Spina bifida,268758,Lumbosacral spina bifida cystica,HGNC:11515,TBXT,Major susceptibility factor in,Assessed
442,GARD:0001487,Congenital hypothyroidism,95712,Thyroid ectopia,HGNC:2488,NKX2-5,Disease-causing germline mutation(s) in,Assessed
93969,GARD:0003475,Myelomeningocele,268770,Upper thoracic spina bifida cystica,HGNC:15512,VANGL1,Major susceptibility factor in,Assessed
823,GARD:0007673,Spina bifida,268762,Cervical spina bifida cystica,HGNC:15512,VANGL1,Major susceptibility factor in,Assessed
263543,GARD:0012862,Generalized peeling skin syndrome,263548,Peeling skin syndrome type A,HGNC:33276,FLG2,Disease-causing germline mutation(s) (loss of function) in,Assessed
710,GARD:0007380,Pfeiffer syndrome,93260,Pfeiffer syndrome type 3,HGNC:3689,FGFR2,Disease-causing germline mutation(s) (gain of function) in,Assessed
261,GARD:0006329,Emery-Dreifuss muscular dystrophy,98853,Autosomal dominant Emery-Dreifuss muscular dystrophy,HGNC:17089,SYNE1,Disease-causing germline mutation(s) in,Not yet assessed
97242,GARD:0009138,Congenital muscular dystrophy,370968,Congenital muscular dystrophy with intellectual disability,HGNC:9202,POMT1,Disease-causing germline mutation(s) in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,255249,Leigh syndrome with nephrotic syndrome,HGNC:25223,COQ2,Disease-causing germline mutation(s) in,Assessed
97242,GARD:0009138,Congenital muscular dystrophy,370968,Congenital muscular dystrophy with intellectual disability,HGNC:6511,LARGE1,Disease-causing germline mutation(s) in,Assessed
26791,GARD:0006523,Glutaric acidemia type II,394529,"Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type",HGNC:24671,FLAD1,Disease-causing germline mutation(s) (loss of function) in,Assessed
513,GARD:0009240,Childhood acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:1014,BCR,Part of a fusion gene in,Assessed
217,GARD:0006242,Dandy-Walker complex,269212,Isolated Dandy-Walker malformation with hydrocephalus,HGNC:12872,ZIC1,Role in the phenotype of,Assessed
79373,GARD:0006317,Ectodermal dysplasia,1810,Autosomal dominant hypohidrotic ectodermal dysplasia,HGNC:2895,EDAR,Disease-causing germline mutation(s) in,Assessed
3148,GARD:0010872,Malignant peripheral nerve sheath tumor,252128,Malignant peripheral nerve sheath tumor with perineurial differentiation,HGNC:9476,HTRA1,Part of a fusion gene in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:10879,STIL,Part of a fusion gene in,Assessed
264665,GARD:0010559,Children's interstitial lung disease,70587,Infant acute respiratory distress syndrome,HGNC:10802,SFTPC,Major susceptibility factor in,Not yet assessed
1576,GARD:0005040,Striatonigral degeneration infantile,225154,Familial infantile bilateral striatal necrosis,HGNC:225,ADAR,Disease-causing germline mutation(s) (loss of function) in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,79244,Pyruvate dehydrogenase E2 deficiency,HGNC:2896,DLAT,Disease-causing germline mutation(s) (loss of function) in,Assessed
79430,GARD:0006643,Hermansky-Pudlak syndrome,231531,Hermansky-Pudlak syndrome due to BLOC-1 deficiency,HGNC:17328,DTNBP1,Disease-causing germline mutation(s) in,Assessed
646,GARD:0007207,Niemann-Pick disease type C1,216978,"Niemann-Pick disease type C, late infantile neurologic onset",HGNC:7897,NPC1,Disease-causing germline mutation(s) in,Assessed
79373,GARD:0006317,Ectodermal dysplasia,33364,Trichothiodystrophy,HGNC:21157,GTF2H5,Disease-causing germline mutation(s) in,Assessed
247,GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,293899,"Familial isolated arrhythmogenic ventricular dysplasia, biventricular form",HGNC:6207,JUP,Disease-causing germline mutation(s) in,Assessed
247,GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,293888,"Familial isolated arrhythmogenic ventricular dysplasia, left dominant form",HGNC:6207,JUP,Disease-causing germline mutation(s) in,Assessed
135,GARD:0000231,Leukoencephalopathy with vanishing white matter,99853,Ovarioleukodystrophy,HGNC:21022,AARS2,Disease-causing germline mutation(s) (loss of function) in,Assessed
247,GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,293910,"Familial isolated arrhythmogenic ventricular dysplasia, right dominant form",HGNC:3052,DSP,Disease-causing germline mutation(s) in,Assessed
135,GARD:0000231,Leukoencephalopathy with vanishing white matter,157713,Congenital or early infantile CACH syndrome,HGNC:3260,EIF2B4,Disease-causing germline mutation(s) in,Assessed
79373,GARD:0006317,Ectodermal dysplasia,33364,Trichothiodystrophy,HGNC:3435,ERCC3,Disease-causing germline mutation(s) in,Assessed
93969,GARD:0003475,Myelomeningocele,268758,Lumbosacral spina bifida cystica,HGNC:15512,VANGL1,Major susceptibility factor in,Assessed
68356,GARD:0006895,Leukodystrophy,363540,Leukoencephalopathy with mild cerebellar ataxia and white matter edema,HGNC:2020,CLCN2,Disease-causing germline mutation(s) (loss of function) in,Assessed
35656,GARD:0010423,Coenzyme Q10 deficiency,457185,Neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome,HGNC:19693,COQ4,Disease-causing germline mutation(s) (loss of function) in,Assessed
442,GARD:0001487,Congenital hypothyroidism,90673,Hypothyroidism due to TSH receptor mutations,HGNC:12373,TSHR,Disease-causing germline mutation(s) (loss of function) in,Assessed
845,GARD:0007737,Tay-Sachs disease,309178,"Tay-Sachs disease, B variant, infantile form",HGNC:4878,HEXA,Disease-causing germline mutation(s) in,Assessed
739,GARD:0005575,Prader-Willi syndrome,177901,Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1,HGNC:6814,MAGEL2,Role in the phenotype of,Assessed
102,GARD:0007079,Multiple system atrophy,227510,"Multiple system atrophy, cerebellar type",HGNC:25223,COQ2,Major susceptibility factor in,Assessed
2162,GARD:0006665,Holoprosencephaly,280195,Septopreoptic holoprosencephaly,HGNC:17104,CDON,Disease-causing germline mutation(s) in,Assessed
2467,GARD:0008616,Systemic mastocytosis,98850,Aggressive systemic mastocytosis,HGNC:10471,RUNX1,Disease-causing somatic mutation(s) in,Assessed
309144,GARD:0012510,Gangliosidosis,309185,"Tay-Sachs disease, B variant, juvenile form",HGNC:4878,HEXA,Disease-causing germline mutation(s) in,Assessed
85450,GARD:0008282,Amyloidosis familial visceral,238269,AApoAII amyloidosis,HGNC:601,APOA2,Disease-causing germline mutation(s) in,Assessed
93548,GARD:0012736,Glomerular disease,536,Systemic lupus erythematosus,HGNC:2505,CTLA4,Major susceptibility factor in,Assessed
97245,GARD:0005898,Myopathy congenital,424107,Congenital myopathy with myasthenic-like onset,HGNC:10483,RYR1,Disease-causing germline mutation(s) in,Assessed
590,GARD:0011902,Congenital myasthenic syndromes,353327,Congenital myasthenic syndromes with glycosylation defect,HGNC:28287,ALG14,Disease-causing germline mutation(s) in,Assessed
2442,GARD:0007906,X-linked lymphoproliferative disease due to SH2D1A deficiency,538931,X-linked lymphoproliferative disease due to SH2D1A deficiency,HGNC:10820,SH2D1A,Disease-causing germline mutation(s) in,Assessed
209,GARD:0006227,Cutis laxa,357074,"Autosomal recessive cutis laxa type 2, classic type",HGNC:18481,ATP6V0A2,Disease-causing germline mutation(s) (loss of function) in,Assessed
181393,GARD:0003924,Growth hormone insensitivity with immunodeficiency,140941,Short stature due to primary acid-labile subunit deficiency,HGNC:5468,IGFALS,Disease-causing germline mutation(s) in,Assessed
2162,GARD:0006665,Holoprosencephaly,93925,Alobar holoprosencephaly,HGNC:12873,ZIC2,Disease-causing germline mutation(s) in,Assessed
437,GARD:0006735,Hypophosphatemic rickets,289176,Autosomal recessive hypophosphatemic rickets,HGNC:3356,ENPP1,Disease-causing germline mutation(s) in,Assessed
98277,GARD:0012758,Acute myeloid leukemia with recurrent genetic anomaly,370026,Acute myeloid leukemia with t(8;16)(p11;p13) translocation,HGNC:2348,CREBBP,Part of a fusion gene in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,HGNC:8997,PIP4K2A,Major susceptibility factor in,Assessed
282,GARD:0008436,Frontotemporal dementia,275864,Behavioral variant of frontotemporal dementia,HGNC:28337,C9ORF72,Major susceptibility factor in,Assessed
442,GARD:0001487,Congenital hypothyroidism,95713,Athyreosis,HGNC:2488,NKX2-5,Disease-causing germline mutation(s) in,Assessed
506,GARD:0006877,Leigh syndrome,255241,Leigh syndrome with leukodystrophy,HGNC:7693,NDUFA9,Disease-causing germline mutation(s) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,320396,Autosomal recessive spastic paraplegia type 45,HGNC:8022,NT5C2,Disease-causing germline mutation(s) in,Assessed
217,GARD:0006242,Dandy-Walker complex,269215,Isolated Dandy-Walker malformation without hydrocephalus,HGNC:7821,NID1,Disease-causing germline mutation(s) in,Assessed
1531,GARD:0006209,Craniosynostosis,35098,Isolated plagiocephaly,HGNC:3690,FGFR3,Disease-causing germline mutation(s) in,Assessed
846,GARD:0000621,Alpha-thalassemia,93616,Hemoglobin H disease,HGNC:4824,HBA2,Disease-causing germline mutation(s) in,Assessed
98292,GARD:0006987,Mastocytosis,158778,Isolated bone marrow mastocytosis,HGNC:6342,KIT,Disease-causing somatic mutation(s) in,Assessed
655,GARD:0000206,Nephronophthisis,93589,Late-onset nephronophthisis,HGNC:7907,NPHP3,Disease-causing germline mutation(s) in,Assessed
2162,GARD:0006665,Holoprosencephaly,93924,Lobar holoprosencephaly,HGNC:17104,CDON,Disease-causing germline mutation(s) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,401840,Autosomal recessive spastic paraplegia type 71,HGNC:17277,ZFR,Disease-causing germline mutation(s) in,Assessed
166,GARD:0006034,Charcot-Marie-Tooth disease,476394,PMP2-related Charcot-Marie-Tooth disease type 1,HGNC:9117,PMP2,Disease-causing germline mutation(s) in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,309263,"Metachromatic leukodystrophy, juvenile form",HGNC:9498,PSAP,Disease-causing germline mutation(s) in,Assessed
101330,GARD:0007433,Porphyria cutanea tarda,443062,Familial porphyria cutanea tarda,HGNC:12591,UROD,Disease-causing germline mutation(s) (loss of function) in,Assessed
247,GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,293899,"Familial isolated arrhythmogenic ventricular dysplasia, biventricular form",HGNC:3049,DSG2,Disease-causing germline mutation(s) in,Assessed
97360,GARD:0000312,Robinow syndrome,3107,Autosomal dominant Robinow syndrome,HGNC:12784,WNT5A,Disease-causing germline mutation(s) in,Assessed
93548,GARD:0012736,Glomerular disease,536,Systemic lupus erythematosus,HGNC:2956,DNASE1,Major susceptibility factor in,Assessed
513,GARD:0009240,Childhood acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:16063,MLLT10,Part of a fusion gene in,Assessed
263,GARD:0006907,Limb-girdle muscular dystrophy,480682,POGLUT1-related  limb-girdle muscular dystrophy R21,HGNC:22954,POGLUT1,Disease-causing germline mutation(s) in,Assessed
289899,GARD:0009433,Organic acidemias,308442,"Vitamin B12-responsive methylmalonic acidemia, type cblDv2",HGNC:25221,MMADHC,Disease-causing germline mutation(s) in,Assessed
97360,GARD:0000312,Robinow syndrome,3107,Autosomal dominant Robinow syndrome,HGNC:3087,DVL3,Disease-causing germline mutation(s) in,Assessed
544,GARD:0003178,Diffuse Large B-Cell Lymphoma,98838,Primary mediastinal large B-cell lymphoma,HGNC:12825,XPO1,Candidate gene tested in,Assessed
79225,GARD:0007672,Sphingolipidosis,309185,"Tay-Sachs disease, B variant, juvenile form",HGNC:4878,HEXA,Disease-causing germline mutation(s) in,Assessed
2162,GARD:0006665,Holoprosencephaly,220386,Semilobar holoprosencephaly,HGNC:3814,FOXH1,Disease-causing germline mutation(s) in,Assessed
513,GARD:0009240,Childhood acute lymphoblastic leukemia,99860,Precursor B-cell acute lymphoblastic leukemia,HGNC:2621,CYP2C19,Candidate gene tested in,Not yet assessed
182067,GARD:0006513,Glioma,251636,Ependymoma,HGNC:9955,RELA,Part of a fusion gene in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,496689,Kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome,HGNC:26576,KY,Disease-causing germline mutation(s) in,Assessed
1531,GARD:0006209,Craniosynostosis,502430,Metopic ridging-ptosis-facial dysmorphism syndrome,HGNC:21684,ZNF462,Disease-causing germline mutation(s) in,Assessed
182058,GARD:0012959,Primary orthostatic hypotension,227510,"Multiple system atrophy, cerebellar type",HGNC:25223,COQ2,Major susceptibility factor in,Assessed
407,GARD:0007219,Glycine encephalopathy,289863,Atypical glycine encephalopathy,HGNC:4208,GCSH,Disease-causing germline mutation(s) in,Assessed
823,GARD:0007673,Spina bifida,268748,Total spina bifida cystica,HGNC:15512,VANGL1,Major susceptibility factor in,Assessed
253,GARD:0007687,Spondyloepiphyseal dysplasia,157965,SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome,HGNC:20859,SLC39A13,Disease-causing germline mutation(s) in,Assessed
280886,GARD:0010941,Anterior uveitis,85408,Rheumatoid factor-negative polyarticular juvenile idiopathic arthritis,HGNC:9652,PTPN22,Major susceptibility factor in,Assessed
182090,GARD:0007501,Pulmonary arterial hypertension,275786,Drug- or toxin-induced pulmonary arterial hypertension,HGNC:1078,BMPR2,Major susceptibility factor in,Assessed
331223,GARD:0002816,Autosomal recessive hyper IgE syndrome,369992,Severe dermatitis-multiple allergies-metabolic wasting syndrome,HGNC:3052,DSP,Disease-causing germline mutation(s) in,Assessed
98375,GARD:0005870,Autoimmune hemolytic anemia,438159,STAT3-related early-onset multisystem autoimmune disease,HGNC:11364,STAT3,Disease-causing germline mutation(s) (gain of function) in,Assessed
360,GARD:0002491,Glioblastoma,251579,Giant cell glioblastoma,HGNC:7059,MGMT,Biomarker tested in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,444099,Autosomal dominant spastic paraplegia type 73,HGNC:18540,CPT1C,Disease-causing germline mutation(s) in,Assessed
1531,GARD:0006209,Craniosynostosis,35093,Isolated scaphocephaly,HGNC:12428,TWIST1,Disease-causing germline mutation(s) in,Assessed
